t,contact_index,id1,id2,d_tip,gap_surf,theta
2.870000,2,1,0,0.2001156452,0.5368530575,0.1852678836
2.875000,0,1,0,0.2001190252,1.750920134,5.046669683
2.875000,1,1,0,0.2001190252,0.890104412,5.816335306
2.875000,2,1,0,0.2001190252,0.5278863855,0.1852823872
2.880000,0,1,0,0.2001218798,1.753376865,5.046668103
2.880000,1,1,0,0.2001218798,0.8759673939,5.816330707
2.880000,2,1,0,0.2001218798,0.5190007742,0.1852713048
2.885000,0,1,0,0.2011669634,1.755843681,5.051410008
2.885000,1,1,0,0.2011669634,0.8618410917,5.823564393
2.885000,2,1,0,0.2011669634,0.5274912325,0.1629637599
2.885000,3,1,0,0.2011669634,0.510121912,0.190580148
2.890000,0,1,0,0.2062073605,1.758320309,5.058068707
2.890000,1,1,0,0.2062073605,0.8477249269,5.83371727
2.890000,2,1,0,0.2062073605,0.5060663755,0.1707870425
2.890000,3,1,0,0.2062073605,0.5012492075,0.1979458995
2.895000,0,1,0,0.2083685101,1.749966377,5.059964025
2.895000,1,1,0,0.2083685101,0.8382573504,5.836706014
2.895000,2,1,0,0.2083685101,0.4999964123,0.1730711997
2.895000,3,1,0,0.2083685101,0.508419623,0.2000016757
2.900000,0,1,0,0.2083420953,1.737277472,5.059958139
2.900000,1,1,0,0.2083420953,0.8305962291,5.836815656
2.900000,2,1,0,0.2083420953,0.4999967709,0.1731216862
2.905000,0,1,0,0.2082948928,1.72454419,5.059948234
2.905000,1,1,0,0.2082948928,0.8229094699,5.836901038
2.905000,2,1,0,0.2082948928,0.4999976822,0.173139254
2.910000,0,1,0,0.2082484586,1.711852179,5.059938951
2.910000,1,1,0,0.2082484586,0.8152462194,5.836986933
2.910000,2,1,0,0.2082484586,0.4999975364,0.1731578337
2.915000,0,1,0,0.208201719,1.699195028,5.059929638
2.915000,1,1,0,0.208201719,0.8076037195,5.837071215
2.915000,2,1,0,0.208201719,0.4999977362,0.1731748375
2.920000,0,1,0,0.2081553449,1.686575909,5.059920604
2.920000,1,1,0,0.2081553449,0.7999834943,5.837155026
2.920000,2,1,0,0.2081553449,0.4999978093,0.1731917016
2.925000,0,1,0,0.2081092803,1.673994522,5.059911821
2.925000,1,1,0,0.2081092803,0.7923854109,5.837238274
2.925000,2,1,0,0.2081092803,0.4999978178,0.173208308
2.930000,0,1,0,0.2080634618,1.661450616,5.059903256
2.930000,1,1,0,0.2080634618,0.7848093586,5.83732085
2.930000,2,1,0,0.2080634618,0.4999978121,0.1732245196
2.935000,0,1,0,0.2080178706,1.648944169,5.0598949
2.935000,1,1,0,0.2080178706,0.777255335,5.837402722
2.935000,2,1,0,0.2080178706,0.4999978069,0.1732402955
2.940000,0,1,0,0.207972507,1.636475259,5.05988675
2.940000,1,1,0,0.207972507,0.7697233848,5.83748389
2.940000,2,1,0,0.207972507,0.4999978024,0.1732556361
2.945000,0,1,0,0.2079227699,1.624043961,5.059878095
2.945000,1,1,0,0.2079227699,0.7622135525,5.837562315
2.945000,2,1,0,0.2079227699,0.4999977985,0.1732682305
2.950000,0,1,0,0.2078706883,1.61165035,5.059869878
2.950000,1,1,0,0.2078706883,0.7547258817,5.837641408
2.950000,2,1,0,0.2078706883,0.4999977953,0.1732822412
2.955000,0,1,0,0.2078200552,1.599299833,5.059862339
2.955000,1,1,0,0.2078200552,0.7472630148,5.83772153
2.955000,2,1,0,0.2078200552,0.4999970398,0.1732979327
2.960000,0,1,0,0.2077689437,1.586982618,5.059854561
2.960000,1,1,0,0.2077689437,0.4999970362,0.1733111655
2.960000,2,1,0,0.2077689437,0.739822279,5.837576052
2.965000,0,1,0,0.2077182521,1.574703612,5.059846993
2.965000,1,1,0,0.2077182521,0.4999970337,0.1733239779
2.965000,2,1,0,0.2077182521,0.7324058483,5.837653064
2.970000,0,1,0,0.2076679765,1.5624629,5.059839632
2.970000,1,1,0,0.2076679765,0.499997032,0.1733363864
2.970000,2,1,0,0.2076679765,0.7250119473,5.837729403
2.975000,0,1,0,0.2076181067,1.550260526,5.059832478
2.975000,1,1,0,0.2076181067,0.4999970311,0.1733483919
2.975000,2,1,0,0.2076181067,0.7176406021,5.837805071
2.980000,0,1,0,0.2075686334,1.538096536,5.059825525
2.980000,1,1,0,0.2075686334,0.499997031,0.1733599948
2.980000,2,1,0,0.2075686334,0.7102918386,5.837880067
2.985000,0,1,0,0.2075204569,1.525970974,5.05981926
2.985000,1,1,0,0.2075204569,0.4999970319,0.1733733193
2.985000,2,1,0,0.2075204569,0.7029656827,5.837956167
2.990000,0,1,0,0.2074717606,1.513883884,5.059812712
2.990000,1,1,0,0.2074717606,0.4999970335,0.1733841494
2.990000,2,1,0,0.2074717606,0.6956621603,5.83802985
2.995000,0,1,0,0.2074225228,1.501830265,5.059805882
2.995000,1,1,0,0.2074225228,0.4999977922,0.1733924471
2.995000,2,1,0,0.2074225228,0.6883788746,5.83810109
3.000000,0,1,0,0.2073745478,1.489820182,5.059799713
3.000000,1,1,0,0.2073745478,0.4999977953,0.1734024283
3.000000,2,1,0,0.2073745478,0.6811206537,5.838173393
3.005000,0,1,0,0.2073269433,1.477848755,5.059793737
3.005000,1,1,0,0.2073269433,0.4999977989,0.1734120328
3.005000,2,1,0,0.2073269433,0.6738851724,5.838245045
3.010000,0,1,0,0.2072796951,1.46591598,5.059787949
3.010000,1,1,0,0.2072796951,0.4999978031,0.1734212428
3.010000,2,1,0,0.2072796951,0.6666724279,5.838316031
3.015000,0,1,0,0.2072319176,1.454021898,5.059781852
3.015000,1,1,0,0.2072319176,0.4999978079,0.173427943
3.015000,2,1,0,0.2072319176,0.6594824441,5.838384558
3.020000,0,1,0,0.2071853578,1.44216655,5.059776427
3.020000,1,1,0,0.2071853578,0.4999978134,0.173436337
3.020000,2,1,0,0.2071853578,0.6523152453,5.83845419
3.025000,0,1,0,0.2071400283,1.430355016,5.059771668
3.025000,1,1,0,0.2071400283,0.4999970687,0.1734464718
3.025000,2,1,0,0.2071400283,0.6451732755,5.838524962
3.030000,0,1,0,0.2070941712,1.418577337,5.059766611
3.030000,1,1,0,0.2070941712,0.4999970768,0.1734541454
3.030000,2,1,0,0.2070941712,0.6380517636,5.838593323
3.035000,0,1,0,0.2070486391,1.406838455,5.059761728
3.035000,1,1,0,0.2070486391,0.499997086,0.1734614105
3.035000,2,1,0,0.2070486391,0.6309530726,5.838661009
3.040000,0,1,0,0.2070034382,1.395138464,5.059757017
3.040000,1,1,0,0.2070034382,0.4999970959,0.1734682901
3.040000,2,1,0,0.2070034382,0.6238772572,5.838728038
3.045000,0,1,0,0.206958564,1.383477403,5.059752477
3.045000,1,1,0,0.206958564,0.4999971067,0.1734747818
3.045000,2,1,0,0.206958564,0.6168243399,5.838794408
3.050000,0,1,0,0.2069140171,1.371855313,5.059748107
3.050000,1,1,0,0.2069140171,0.4999971174,0.1734808963
3.050000,2,1,0,0.2069140171,0.6097943443,5.838860127
3.055000,0,1,0,0.2068697975,1.360272243,5.059743905
3.055000,1,1,0,0.2068697975,0.4999971262,0.173486642
3.055000,2,1,0,0.2068697975,0.6027872966,5.838925202
3.060000,0,1,0,0.2068259005,1.348728212,5.059739868
3.060000,1,1,0,0.2068259005,0.4999971351,0.1734920159
3.060000,2,1,0,0.2068259005,0.5958032098,5.838989631
3.065000,0,1,0,0.2067823243,1.337223252,5.059735994
3.065000,1,1,0,0.2067823243,0.4999971441,0.173497021
3.065000,2,1,0,0.2067823243,0.588842102,5.839053417
3.070000,0,1,0,0.2067390669,1.325757393,5.059732282
3.070000,1,1,0,0.2067390669,0.4999971532,0.1735016603
3.070000,2,1,0,0.2067390669,0.5819039909,5.839116561
3.075000,0,1,0,0.2066961267,1.314330664,5.059728727
3.075000,1,1,0,0.2066961267,0.4999971625,0.1735059368
3.075000,2,1,0,0.2066961267,0.5749888932,5.839179067
3.080000,0,1,0,0.206653502,1.302943092,5.05972533
3.080000,1,1,0,0.206653502,0.4999971721,0.1735098538
3.080000,2,1,0,0.206653502,0.5680968244,5.839240937
3.085000,0,1,0,0.2066119894,1.291594703,5.059722588
3.085000,1,1,0,0.2066119894,0.4999971819,0.1735154682
3.085000,2,1,0,0.2066119894,0.5612277994,5.839303982
3.090000,0,1,0,0.2065700051,1.28028552,5.059719504
3.090000,1,1,0,0.2065700051,0.499997192,0.1735187173
3.090000,2,1,0,0.2065700051,0.554381832,5.839364625
3.095000,0,1,0,0.2065267389,1.269010669,5.059715578
3.095000,1,1,0,0.2065267389,0.4999979283,0.1735174996
3.095000,2,1,0,0.2065267389,0.5475565787,5.839421012
3.100000,0,1,0,0.206485334,1.257779863,5.059712774
3.100000,1,1,0,0.206485334,0.4999979374,0.1735199365
3.100000,2,1,0,0.206485334,0.5407567027,5.839480299
3.105000,0,1,0,0.2064450474,1.246593269,5.059710614
3.105000,1,1,0,0.2064450474,0.4999972251,0.1735241262
3.105000,2,1,0,0.2064450474,0.5339823058,5.839540809
3.110000,0,1,0,0.2064043028,1.2354412,5.059708117
3.110000,1,1,0,0.2064043028,0.4999972369,0.1735259893
3.110000,2,1,0,0.2064043028,0.5272287339,5.839598946
3.115000,0,1,0,0.2063639627,1.22432835,5.059705831
3.115000,1,1,0,0.2063639627,0.4999972496,0.1735277802
3.115000,2,1,0,0.2063639627,0.5204982266,5.839656706
3.120000,0,1,0,0.206323828,1.21325481,5.059703619
3.120000,1,1,0,0.206323828,0.4999972629,0.1735289732
3.120000,2,1,0,0.206323828,0.5137908355,5.839713614
3.125000,0,1,0,0.2049264333,1.202219888,5.059082839
3.125000,1,1,0,0.2049264333,0.4999973815,0.1692047314
3.125000,2,1,0,0.2049264333,0.5071062294,5.836249433
3.130000,0,1,0,0.204071431,1.191224929,5.058413465
3.130000,1,1,0,0.204071431,0.4999974046,0.164575234
3.130000,2,1,0,0.204071431,0.500445054,5.832531536
3.135000,0,1,0,0.2040352819,1.190786579,5.058318722
3.135000,1,1,0,0.2040352819,0.5000162849,0.164245295
3.135000,2,1,0,0.2040352819,0.4999976171,5.832286438
3.140000,0,1,0,0.2040193596,1.191132985,5.058272195
3.140000,1,1,0,0.2040193596,0.5000163961,0.1642364644
3.140000,2,1,0,0.2040193596,0.4999976153,5.832304288
3.145000,0,1,0,0.2040016138,1.191477897,5.058223739
3.145000,1,1,0,0.2040016138,0.5000174954,0.1642246421
3.145000,2,1,0,0.2040016138,0.4999974597,5.8323181
3.150000,0,1,0,0.203984518,1.191822485,5.058176353
3.150000,1,1,0,0.203984518,0.5000187985,0.1642147181
3.150000,2,1,0,0.203984518,0.4999972767,5.832333592
3.155000,0,1,0,0.2039685563,1.192172728,5.058130783
3.155000,1,1,0,0.2039685563,0.5000162276,0.1642079181
3.155000,2,1,0,0.2039685563,0.4999976549,5.832352203
3.160000,0,1,0,0.2039518838,1.192519108,5.058084047
3.160000,1,1,0,0.2039518838,0.5000162691,0.1641992993
3.160000,2,1,0,0.2039518838,0.4999976541,5.832368194
3.165000,0,1,0,0.2039352955,1.192864879,5.058037436
3.165000,1,1,0,0.2039352955,0.5000167078,0.1641909915
3.165000,2,1,0,0.2039352955,0.4999975964,5.832384051
3.170000,0,1,0,0.2039190359,1.193211353,5.057991349
3.170000,1,1,0,0.2039190359,0.5000166477,0.1641836437
3.170000,2,1,0,0.2039190359,0.4999976106,5.83240054
3.175000,0,1,0,0.2039140562,1.193557095,5.057944899
3.175000,1,1,0,0.2039140562,0.5000170679,0.1641747779
3.175000,2,1,0,0.2039140562,0.4999975558,5.832415206
3.180000,0,1,0,0.2039045101,1.193901977,5.057898628
3.180000,1,1,0,0.2039045101,0.5000180567,0.164166696
3.180000,2,1,0,0.2039045101,0.4999974201,5.832430128
3.185000,0,1,0,0.2038795538,1.194250441,5.057852264
3.185000,1,1,0,0.2038795538,0.5000166112,0.164159858
3.185000,2,1,0,0.2038795538,0.4999976357,5.83244544
3.190000,0,1,0,0.203849285,1.194596679,5.05779469
3.190000,1,1,0,0.203849285,0.500016652,0.1641350319
3.190000,2,1,0,0.203849285,0.4999976352,5.832439182
3.195000,0,1,0,0.2038256023,1.194943705,5.057746057
3.195000,1,1,0,0.2038256023,0.5000161253,0.1641238228
3.195000,2,1,0,0.2038256023,0.4999977152,5.832448861
3.200000,0,1,0,0.203811245,1.195328197,5.057711388
3.200000,1,1,0,0.203811245,0.4999887756,0.1641356253
3.200000,2,1,0,0.203811245,0.5000005952,5.832484946
3.205000,0,1,0,0.2038172422,1.195684569,5.057712347
3.205000,1,1,0,0.2038172422,0.4999829437,0.1641985542
3.205000,2,1,0,0.2038172422,0.5000024052,5.832583576
3.210000,0,1,0,0.2038115341,1.196028398,5.057691114
3.210000,1,1,0,0.2038115341,0.4999845171,0.1642280331
3.210000,2,1,0,0.2038115341,0.5000021787,5.832641435
3.215000,0,1,0,0.2037329408,1.19623529,5.05754568
3.215000,1,1,0,0.2037329408,0.5000986608,0.1640770125
3.215000,2,1,0,0.2037329408,0.5000022432,5.832477624
3.220000,0,1,0,0.2037052116,1.19650223,5.057485051
3.220000,1,1,0,0.2037052116,0.500153215,0.1648537989
3.220000,2,1,0,0.2037052116,0.5000022449,5.832464463
3.225000,0,1,0,0.2037261358,1.197020052,5.057504798
3.225000,1,1,0,0.2037261358,0.4999847611,0.1649429714
3.225000,2,1,0,0.2037261358,0.500002129,5.832594471
3.230000,0,1,0,0.2037163131,1.197334049,5.057474053
3.230000,1,1,0,0.2037163131,0.4999838076,0.1649615381
3.230000,2,1,0,0.2037163131,0.5000022588,5.8326359
3.235000,0,1,0,0.2036978625,1.197647448,5.057428791
3.235000,1,1,0,0.2036978625,0.4999832421,0.164956238
3.235000,2,1,0,0.2036978625,0.5000023319,5.832649139
3.240000,0,1,0,0.2036709093,1.197908471,5.057369233
3.240000,1,1,0,0.2036709093,0.500018643,0.1649273646
3.240000,2,1,0,0.2036709093,0.4999974092,5.83263451
3.245000,0,1,0,0.2036525093,1.198221498,5.057323674
3.245000,1,1,0,0.2036525093,0.5000183108,0.1649215807
3.245000,2,1,0,0.2036525093,0.4999974637,5.832646444
3.250000,0,1,0,0.2036347215,1.19853433,5.057278966
3.250000,1,1,0,0.2036347215,0.5000180892,0.1649171803
3.250000,2,1,0,0.2036347215,0.4999975,5.832659636
3.255000,0,1,0,0.2036172895,1.19884876,5.057234725
3.255000,1,1,0,0.2036172895,0.5000167498,0.1649135327
3.255000,2,1,0,0.2036172895,0.4999976904,5.832673355
3.260000,0,1,0,0.2035989054,1.199160306,5.057188778
3.260000,1,1,0,0.2035989054,0.5000173749,0.1649070596
3.260000,2,1,0,0.2035989054,0.4999976096,5.832683432
3.265000,0,1,0,0.2035812195,1.19947212,5.057143923
3.265000,1,1,0,0.2035812195,0.5000177971,0.1649023598
3.265000,2,1,0,0.2035812195,0.4999975571,5.832695237
3.270000,0,1,0,0.203564231,1.199787565,5.057100164
3.270000,1,1,0,0.203564231,0.5000157009,0.1648994401
3.270000,2,1,0,0.203564231,0.4999978499,5.832708786
3.275000,0,1,0,0.2035467783,1.200099701,5.057055566
3.275000,1,1,0,0.2035467783,0.5000158639,0.1648951073
3.275000,2,1,0,0.2035467783,0.4999978324,5.832720356
3.280000,0,1,0,0.2035299986,1.200411852,5.057012065
3.280000,1,1,0,0.2035299986,0.5000159982,0.1648925415
3.280000,2,1,0,0.2035299986,0.4999978191,5.832733665
3.285000,0,1,0,0.2035127363,1.200724088,5.056967699
3.285000,1,1,0,0.2035127363,0.5000160549,0.164888521
3.285000,2,1,0,0.2035127363,0.4999978163,5.832744959
3.290000,0,1,0,0.2034949548,1.201032749,5.056922422
3.290000,1,1,0,0.2034949548,0.5000185593,0.164882963
3.290000,2,1,0,0.2034949548,0.4999974813,5.832754144
3.295000,0,1,0,0.2034777333,1.201344952,5.056878063
3.295000,1,1,0,0.2034777333,0.500018604,0.1648788742
3.295000,2,1,0,0.2034777333,0.4999974812,5.832764737
3.300000,0,1,0,0.2034608129,1.201657223,5.056834192
3.300000,1,1,0,0.2034608129,0.5000185833,0.1648755424
3.300000,2,1,0,0.2034608129,0.4999974897,5.832775911
3.305000,0,1,0,0.2034438222,1.201970061,5.056790179
3.305000,1,1,0,0.2034438222,0.5000181536,0.1648719293
3.305000,2,1,0,0.2034438222,0.4999975533,5.832786459
3.310000,0,1,0,0.2034271881,1.202284891,5.057763445
3.310000,1,1,0,0.2034271881,0.5000186333,0.1648692486
3.310000,2,1,0,0.2034271881,0.4999974943,5.832797802
3.315000,0,1,0,0.2034105127,1.202614463,5.057719905
3.315000,1,1,0,0.2034105127,0.5000181144,0.1648663704
3.315000,2,1,0,0.2034105127,0.4999975697,5.832808628
3.320000,0,1,0,0.2033840615,1.202940887,5.057659438
3.320000,1,1,0,0.2033840615,0.5000197535,0.1648357257
3.320000,2,1,0,0.2033840615,0.4999973557,5.832786734
3.325000,0,1,0,0.2037073315,1.20326938,5.058202344
3.325000,1,1,0,0.2037073315,0.500019943,0.165688411
3.325000,2,1,0,0.2037073315,0.4999973365,5.833844825
3.330000,0,1,0,0.2037394902,1.20365575,5.058242294
3.330000,1,1,0,0.2037394902,0.4999800462,0.1658096648
3.330000,2,1,0,0.2037394902,0.500002656,5.834005662
3.335000,0,1,0,0.2025923764,1.202143532,5.0560828
3.335000,1,1,0,0.2025923764,0.5014843326,0.1627207984
3.335000,2,1,0,0.2025923764,0.49999753,5.830234077
3.340000,0,1,0,0.2016896809,1.202260569,5.052913934
3.340000,1,1,0,0.2016896809,0.4999972592,5.824639642
3.345000,0,1,0,0.2019337269,1.207379556,5.050727705
3.345000,1,1,0,0.2019337269,0.4999976111,5.820054926
3.350000,0,1,0,0.2019970501,1.21731243,5.04895607
3.350000,1,1,0,0.2019970501,0.4999975436,5.817436372
3.355000,0,1,0,0.2013012525,1.231804176,5.046681506
3.355000,1,1,0,0.2013012525,0.5018456881,5.816082419
3.360000,0,1,0,0.2007886933,1.24534156,5.044439751
3.365000,0,1,0,0.1999663471,1.257123494,5.043935064
3.370000,0,1,0,0.1994558029,1.267073143,5.045697656
3.375000,0,1,0,0.1994995354,1.270081982,5.046806142
3.380000,0,1,0,0.1995313308,1.270358615,5.046754637
3.380000,1,1,0,0.1995313308,0.5356799699,0.1819103772
3.385000,0,1,0,0.1995426355,1.271743811,5.046759902
3.385000,1,1,0,0.1995426355,0.5505816522,0.181914115
3.390000,0,1,0,0.1995522891,1.273159943,5.04676694
3.390000,1,1,0,0.1995522891,0.565517195,0.1819215374
3.390000,2,1,0,0.1995522891,0.524480612,5.747522445
3.395000,0,1,0,0.1995617383,1.274605242,5.046773455
3.395000,1,1,0,0.1995617383,0.5804848712,0.1819286001
3.395000,2,1,0,0.1995617383,0.5349132679,5.747520426
3.400000,0,1,0,0.1995710379,0.595490221,0.181935239
3.400000,1,1,0,0.1995710379,0.5453852085,5.747517677
3.405000,0,1,0,0.1995802288,0.6105257455,0.1819438188
3.405000,1,1,0,0.1995802288,0.5558964734,5.747517238
3.410000,0,1,0,0.1995892686,0.6255968825,0.1819513353
3.410000,1,1,0,0.1995892686,0.5664459517,5.747515262
3.415000,0,1,0,0.1995981737,0.6407008233,0.1819589538
3.415000,1,1,0,0.1995981737,0.5770332867,5.747513254
3.420000,0,1,0,0.1996069475,0.655837083,0.1819666721
3.420000,1,1,0,0.1996069475,0.5876579262,5.747511217
3.425000,0,1,0,0.1996155919,0.6710051929,0.1819744846
3.425000,1,1,0,0.1996155919,0.5983193288,5.747509154
3.430000,0,1,0,0.1996241088,0.6862046938,0.1819823865
3.430000,1,1,0,0.1996241088,0.6090169646,5.747507065
3.435000,0,1,0,0.1996325005,0.7014351358,0.1819903729
3.435000,1,1,0,0.1996325005,0.6197503147,5.747504951
3.440000,0,1,0,0.1996407689,0.7166960782,0.1819984392
3.440000,1,1,0,0.1996407689,0.6305188705,5.747502814
3.445000,0,1,0,0.1996489161,0.7319870891,0.1820065811
3.445000,1,1,0,0.1996489161,0.6413221341,5.747500655
3.450000,0,1,0,0.1996569782,0.7473077452,0.1820167426
3.450000,1,1,0,0.1996569782,0.6521596172,5.747501019
3.455000,0,1,0,0.1996648925,0.7626576315,0.182025005
3.455000,1,1,0,0.1996648925,0.6630308411,5.747498797
3.460000,0,1,0,0.1996726551,0.7780404662,0.1820313744
3.460000,1,1,0,0.1996726551,0.6739349537,5.747494002
3.465000,0,1,0,0.1996803366,0.7934475806,0.1820397759
3.465000,1,1,0,0.1996803366,0.6848722614,5.74749176
3.470000,0,1,0,0.1996879106,0.8088827216,0.1820482363
3.470000,1,1,0,0.1996879106,0.6958419297,5.747489505
3.475000,0,1,0,0.1996954176,0.824345511,0.1820590183
3.475000,1,1,0,0.1996954176,0.7068435146,5.747490216
3.480000,0,1,0,0.199702781,0.8398355706,0.1820675586
3.480000,1,1,0,0.199702781,0.7178765812,5.747487902
3.485000,0,1,0,0.1997099956,0.8553574636,0.1820738657
3.485000,1,1,0,0.1997099956,0.7289402381,5.747482576
3.490000,0,1,0,0.1997171467,0.8709009335,0.1820825152
3.500000,0,1,0,0.1997311592,0.9039547934,0.1652775878
3.500000,1,1,0,0.1997311592,0.7713631793,5.779391705
3.505000,0,1,0,0.1997380214,0.9212027808,0.165287512
3.505000,1,1,0,0.1997380214,0.7874758796,5.779388234
3.510000,0,1,0,0.1997447902,0.9384761459,0.1652974596
3.510000,1,1,0,0.1997447902,0.8036177202,5.779384766
3.515000,0,1,0,0.1997514677,0.9557745507,0.1653074283
3.515000,1,1,0,0.1997514677,0.8197883137,5.7793813
3.520000,0,1,0,0.1997580559,0.9730976624,0.1653174154
3.520000,1,1,0,0.1997580559,0.8359872789,5.779377837
3.525000,0,1,0,0.1997645566,0.9904451535,0.1653274187
3.525000,1,1,0,0.1997645566,0.8522142405,5.779374378
3.525000,2,1,0,0.1997645566,1.064324345,0.03864106174
3.530000,0,1,0,0.1997709719,1.007816701,0.1653374359
3.530000,1,1,0,0.1997709719,0.868468829,5.779370923
3.530000,2,1,0,0.1997709719,1.062994497,0.03863680948
3.535000,0,1,0,0.1997773037,1.025211988,0.1653474649
3.535000,1,1,0,0.1997773037,0.8847506804,5.779367473
3.535000,2,1,0,0.1997773037,1.061689717,0.03863263145
3.540000,0,1,0,0.1997835537,1.0426307,0.1653575037
3.540000,1,1,0,0.1997835537,0.9010594359,5.779364027
3.540000,2,1,0,0.1997835537,1.060409674,0.0386285265
3.545000,0,1,0,0.1997897239,1.060072529,0.1653675502
3.545000,1,1,0,0.1997897239,0.9173947419,5.779360587
3.545000,2,1,0,0.1997897239,1.059154045,0.03862449354
3.550000,0,1,0,0.199795816,1.077537171,0.1653776026
3.550000,1,1,0,0.199795816,0.9337562498,5.779357152
3.550000,2,1,0,0.199795816,1.05792251,0.03862053154
3.555000,0,1,0,0.1998018317,1.095024323,0.165387659
3.555000,1,1,0,0.1998018317,0.9501436155,5.779353723
3.555000,2,1,0,0.1998018317,1.056714751,0.03861663947
3.560000,0,1,0,0.1998077729,1.112533691,0.1653977178
3.560000,1,1,0,0.1998077729,0.9665564997,5.7793503
3.560000,2,1,0,0.1998077729,1.055530457,0.03861281637
3.565000,0,1,0,0.1998136411,1.130064981,0.1654077772
3.565000,1,1,0,0.1998136411,0.9829945673,5.779346883
3.565000,2,1,0,0.1998136411,1.054369319,0.0386090613
3.570000,0,1,0,0.1998194381,0.9994574874,5.779343474
3.570000,1,1,0,0.1998194381,1.053231034,0.03860537339
3.575000,0,1,0,0.1998251654,1.015944933,5.779340071
3.575000,1,1,0,0.1998251654,1.0521153,0.03860175176
3.580000,0,1,0,0.1998308711,1.032456581,5.779339601
3.580000,1,1,0,0.1998308711,1.263015245,5.411070483
3.580000,2,1,0,0.1998308711,1.051021819,0.03860072432
3.585000,0,1,0,0.1998364674,1.048992112,5.779336178
3.585000,1,1,0,0.1998364674,1.268203509,5.411069349
3.585000,2,1,0,0.1998364674,1.049950297,0.03859721593
3.590000,0,1,0,0.199841948,1.065550965,5.779329828
3.590000,1,1,0,0.199841948,1.273409169,5.411065665
3.590000,2,1,0,0.199841948,1.048904813,0.03859123509
3.595000,0,1,0,0.1998474083,1.082133319,5.779326461
3.595000,1,1,0,0.1998474083,1.278638837,5.411064466
3.595000,2,1,0,0.1998474083,1.047876306,0.03858787402
3.600000,0,1,0,0.1998528103,1.098738617,5.779323099
3.600000,1,1,0,0.1998528103,1.283888782,5.41106322
3.600000,2,1,0,0.1998528103,1.046868896,0.03858457332
3.605000,0,1,0,0.1998581516,1.115366555,5.779319744
3.605000,1,1,0,0.1998581516,1.289158736,5.41106193
3.605000,2,1,0,0.1998581516,1.0458823,0.03858133354
3.610000,0,1,0,0.1998634336,1.132016828,5.779316398
3.610000,1,1,0,0.1998634336,1.294448432,5.411060598
3.610000,2,1,0,0.1998634336,1.044916234,0.03857815498
3.615000,0,1,0,0.1998686575,1.148689137,5.779313061
3.615000,1,1,0,0.1998686575,1.299757607,5.411059223
3.615000,2,1,0,0.1998686575,1.04397042,0.0385750371
3.620000,0,1,0,0.1998738248,1.165383182,5.779309732
3.620000,1,1,0,0.1998738248,1.305085997,5.411057807
3.620000,2,1,0,0.1998738248,1.043044584,0.03857197932
3.625000,0,1,0,0.1998789365,1.182098668,5.779306413
3.625000,1,1,0,0.1998789365,1.310433342,5.411056351
3.625000,2,1,0,0.1998789365,1.042138451,0.03856898112
3.630000,0,1,0,0.1998839941,1.198835303,5.779303104
3.630000,1,1,0,0.1998839941,1.315799383,5.411054854
3.630000,2,1,0,0.1998839941,1.04125175,0.03856604197
3.635000,0,1,0,0.1998889986,1.215592795,5.779299803
3.635000,1,1,0,0.1998889986,1.321183865,5.411053317
3.635000,2,1,0,0.1998889986,1.040384211,0.0385631614
3.640000,0,1,0,0.1998939512,1.232370856,5.779296513
3.640000,1,1,0,0.1998939512,1.326586533,5.411051741
3.640000,2,1,0,0.1998939512,1.039535567,0.03856033896
3.645000,0,1,0,0.1998988531,1.249169198,5.779293232
3.645000,1,1,0,0.1998988531,1.332007133,5.411050127
3.645000,2,1,0,0.1998988531,1.038705552,0.03855757421
3.650000,0,1,0,0.1999037053,1.265987537,5.779289961
3.650000,1,1,0,0.1999037053,1.337445415,5.411048474
3.650000,2,1,0,0.1999037053,1.037893901,0.03855486675
3.655000,0,1,0,0.199908509,1.28282559,5.7792867
3.655000,1,1,0,0.199908509,1.342901129,5.411046784
3.655000,2,1,0,0.199908509,1.037100352,0.03855221619
3.660000,0,1,0,0.1999133179,1.299683075,5.779286464
3.660000,1,1,0,0.1999133179,1.348374027,5.411047784
3.660000,2,1,0,0.1999133179,1.036324642,0.03855247606
3.665000,0,1,0,0.1999179789,1.316559713,5.779280203
3.665000,1,1,0,0.1999179789,1.353863863,5.411043285
3.665000,2,1,0,0.1999179789,1.035566513,0.03854707698
3.670000,0,1,0,0.1999225861,1.33345493,5.779273949
3.670000,1,1,0,0.1999225861,1.359366522,5.411038751
3.670000,2,1,0,0.1999225861,1.034830592,0.03854173767
3.675000,0,1,0,0.1999273055,1.350369332,5.779276681
3.675000,1,1,0,0.1999273055,1.364893373,5.411042324
3.675000,2,1,0,0.1999273055,1.034101944,0.03854498669
3.680000,0,1,0,0.1999318891,1.36730176,5.779273425
3.680000,1,1,0,0.1999318891,1.370432541,5.411040415
3.680000,2,1,0,0.1999318891,1.033395017,0.03854258395
3.685000,0,1,0,0.199936319,1.384251943,5.779264418
3.685000,1,1,0,0.199936319,1.375983881,5.411033191
3.685000,2,1,0,0.199936319,1.032709423,0.03853466827
3.690000,0,1,0,0.1999408019,1.40122019,5.77926128
3.690000,1,1,0,0.1999408019,1.381554773,5.411031284
3.695000,0,1,0,0.1999453532,1.418206226,5.779263782
3.695000,1,1,0,0.1999453532,1.387144886,5.411034536
3.700000,0,1,0,0.1999497704,1.435209197,5.779260569
